Bootcamp Course,Bootcamp Format,Bootcamp Year,Bootcamp Start Date,Campus - Timezone,Created Date,Close Date,Stage,Discount Amount (converted),Scholarship Amount (converted),Amount (converted),Net Amount With VAT (converted),Drop,Drop Reason,how did you hear about us?,Person Account: Gender,Stage Duration
WD,FT,2019,2019-03-18,PAR,2018-12-27,2019-01-17,Closed lost,500.0,0.0,7500.0,7000.0,0,Not specified,google,Male,712.0
DA,FT,2019,2019-10-21,MAD,2019-05-30,2019-06-18,Paid Deposit,0.0,0.0,7000.0,7000.0,0,Not specified,other,Male,539.0
WD,FT,2019,2019-07-01,PAR,2018-11-21,2019-01-17,Closed lost,500.0,0.0,7500.0,7000.0,0,Not specified,google,Male,748.0
UX,FT,2019,2019-10-06,AMS,2019-04-03,2019-08-03,Closed lost,0.0,0.0,6000.0,6000.0,0,Not specified,Not specified,Female,645.0
UX,FT,2019,2019-07-01,PAR,2018-11-21,2019-05-07,Paid Deposit,750.0,0.0,7500.0,6750.0,0,Not specified,other,Male,748.0
WD,FT,2019,2019-01-04,MIA,2019-03-14,2019-03-20,Closed lost,0.0,0.0,10176.99,10176.99,0,Not specified,Not specified,Female,635.0
WD,FT,2019,2019-01-21,AMS,2018-11-21,2018-12-15,Closed lost,0.0,0.0,6000.0,6000.0,0,Not specified,Social Media,Female,748.0
WD,FT,2019,2019-03-25,MEX,2019-03-14,2019-03-26,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Not specified,Female,635.0
UX,FT,2019,2019-05-27,PAR,2019-03-14,2019-03-15,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Not specified,Female,635.0
DA,FT,2019,2019-10-21,MIA,2019-05-30,2019-05-31,Closed lost,0.0,0.0,10176.99,10176.99,0,Not specified,Social Media,Female,544.0
UX,FT,2019,2019-07-01,MAD,2018-11-21,2018-11-24,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Female,748.0
WD,PT,2019,2019-08-27,MAD,2019-03-27,2019-03-28,Paid Deposit,1500.0,0.0,7500.0,6000.0,0,Not specified,Not specified,Male,622.0
WD,PT,2019,2019-01-21,MAD,2018-11-21,2019-11-01,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Male,748.0
UX,FT,2019,2019-08-19,MAD,2019-03-28,2019-03-28,Paid Deposit,1500.0,0.0,7000.0,5500.0,0,Not specified,Not specified,Male,621.0
WD,FT,2019,2019-01-07,MAD,2019-05-30,2019-06-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Female,547.0
WD,FT,2019,2019-07-01,BCN,2018-11-21,2018-12-27,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,google,Male,748.0
UX,PT,2019,2019-04-23,MAD,2019-03-28,2019-11-04,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Not specified,Female,621.0
WD,PT,2019,2019-03-06,SAO,2019-05-30,2019-06-06,Closed lost,0.0,0.0,3764.71,3764.71,0,Not specified,Social Media,Female,539.0
UX,PT,2019,2019-04-23,MAD,2018-11-21,2019-01-22,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Female,748.0
WD,PT,2019,2019-09-21,PAR,2019-03-04,2019-05-21,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Not specified,Female,553.0
UX,PT,2019,2019-03-06,SAO,2019-05-30,2019-07-06,Closed lost,0.0,0.0,3764.71,3764.71,0,Not specified,Social Media,Female,539.0
WD,FT,2019,2019-10-06,MIA,2019-03-04,2019-05-23,Closed lost,884.96,0.0,10176.99,9292.04,0,Not specified,Not specified,Male,544.0
WD,FT,2019,2019-10-14,PAR,2019-05-30,2019-06-14,Paid Deposit,1500.0,0.0,7500.0,6000.0,0,Not specified,other,Female,544.0
WD,FT,2019,2019-04-02,BCN,2018-11-21,2019-07-01,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,newspaperOrMagazine,Male,748.0
WD,FT,2019,2019-02-06,MEX,2019-04-16,2019-04-17,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Not specified,Male,602.0
UX,PT,2019,2019-10-21,MIA,2019-05-06,2019-06-30,Closed lost,0.0,0.0,10619.47,10619.47,0,Not specified,google,Female,530.0
WD,FT,2019,2019-05-27,MAD,2018-11-21,2019-02-21,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,748.0
WD,FT,2019,2019-02-06,MEX,2019-03-04,2019-11-04,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Not specified,Male,615.0
WD,FT,2019,2019-02-06,MEX,2019-05-06,2019-06-20,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Social Media,Male,536.0
UX,PT,2019,2019-04-03,MEX,2018-11-21,2018-12-28,Paid Deposit,691.24,0.0,3225.81,2534.56,0,Not specified,Referral,Female,748.0
WD,FT,2019,2019-05-08,PAR,2019-03-04,2019-05-23,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Not specified,Male,553.0
DA,FT,2019,2019-06-24,SAO,2019-05-06,2019-06-06,Closed lost,0.0,0.0,3764.71,3764.71,0,Not specified,Social Media,Male,539.0
UX,PT,2019,2019-04-03,MEX,2018-11-22,2018-12-18,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,newspaperOrMagazine,Male,747.0
UX,FT,2019,2019-06-05,BCN,2019-03-04,2019-04-16,Paid Deposit,500.0,0.0,7000.0,6500.0,0,Not specified,Not specified,Female,615.0
UX,FT,2019,2019-09-23,BCN,2019-05-06,2019-06-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,other,Male,517.0
WD,FT,2019,2019-03-18,PAR,2018-11-22,2019-03-05,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,newspaperOrMagazine,Male,553.0
WD,PT,2019,2019-10-07,MEX,2019-03-04,2019-06-04,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Not specified,Male,615.0
WD,FT,2019,2019-10-14,BER,2019-05-06,2019-12-06,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Female,545.0
WD,FT,2019,2019-07-01,SAO,2018-11-22,2018-11-30,Closed lost,0.0,0.0,3764.71,3764.71,0,Not specified,Social Media,Male,747.0
WD,FT,2019,2019-05-27,PAR,2019-04-17,2019-06-05,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Not specified,Female,553.0
UX,FT,2019,2019-05-08,PAR,2019-05-06,2019-06-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,512.0
WD,FT,2019,2019-01-04,BCN,2018-11-22,2019-02-20,Closed lost,650.0,0.0,7000.0,6350.0,0,Not specified,google,Female,747.0
WD,FT,2019,2019-10-21,MEX,2019-04-17,2019-04-24,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Not specified,Male,601.0
WD,PT,2019,2019-08-27,MAD,2019-05-06,2019-06-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Female,547.0
UX,FT,2020,2020-04-05,AMS,2019-10-29,2019-11-26,Paid Deposit,0.0,0.0,7000.0,7000.0,1,Personal matters,google,Female,378.0
UX,FT,2019,2019-10-14,BER,2019-05-06,2019-06-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Female,252.0
UX,PT,2019,2019-09-09,MEX,2019-05-06,2019-06-21,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Social Media,Female,536.0
WD,FT,2019,2019-03-18,PAR,2019-09-01,2019-12-02,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,PoleEmploi,Female,699.0
UX,FT,2020,2020-10-08,BER,2019-04-17,2020-07-16,Paid Deposit,2099.0,0.0,7500.0,5401.0,0,Not specified,other,Male,145.0
DA,FT,2019,2019-06-24,SAO,2019-09-06,2019-12-06,Closed lost,0.0,0.0,3764.71,3764.71,0,Not specified,Social Media,Female,539.0
UX,FT,2020,2020-08-17,MIA,2020-11-06,2020-11-06,Closed lost,0.0,0.0,11061.95,11061.95,0,Not specified,other,Male,175.0
WD,FT,2019,2019-02-06,MEX,2019-04-17,2019-04-25,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Not specified,Female,601.0
WD,FT,2019,2019-05-08,PAR,2019-04-18,2019-05-14,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Not specified,Female,553.0
WD,FT,2019,2019-05-27,PAR,2019-04-18,2019-04-30,Paid Deposit,1500.0,0.0,7500.0,6000.0,0,Not specified,Not specified,Female,553.0
UX,FT,2019,2019-09-23,BCN,2019-06-13,2019-07-23,Paid Deposit,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Female,505.0
DA,FT,2019,2019-06-24,SAO,2019-04-18,2019-04-23,Closed lost,0.0,0.0,3764.71,3764.71,0,Not specified,Not specified,Female,600.0
DA,FT,2019,2019-10-21,BCN,2019-06-13,2019-06-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,google,Female,516.0
DA,FT,2019,2019-05-08,PAR,2019-04-18,2019-05-14,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Not specified,Male,553.0
WD,PT,2019,2019-10-12,BCN,2019-06-13,2019-06-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Male,497.0
WD,FT,2019,2019-03-06,BER,2019-04-18,2019-12-06,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Not specified,Male,545.0
WD,FT,2019,2019-08-13,MEX,2019-06-13,2019-06-19,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Referral,Female,536.0
DA,PT,2019,2019-10-09,MEX,2019-04-18,2019-04-19,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Not specified,Male,600.0
WD,FT,2019,2019-01-14,MEX,2019-09-01,2019-12-01,Closed lost,46.08,0.0,3225.81,3179.72,0,Not specified,Social Media,Male,699.0
WD,PT,2019,2019-09-21,PAR,2019-04-18,2019-04-26,Paid Deposit,1500.0,0.0,7500.0,6000.0,0,Not specified,Not specified,Female,553.0
DA,FT,2019,2019-02-07,MEX,2019-06-14,2019-06-19,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Social Media,Male,536.0
WD,PT,2019,2019-09-07,AMS,2019-04-18,2019-04-25,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Not specified,Female,543.0
WD,PT,2019,2019-05-08,SAO,2019-06-18,2019-06-18,Paid Deposit,1000.0,0.0,3764.71,2764.71,0,Not specified,newspaper_or_magazine,Male,539.0
UX,PT,2019,2019-03-06,SAO,2019-04-18,2019-04-25,Closed lost,0.0,0.0,3764.71,3764.71,0,Not specified,Not specified,Male,600.0
UX,FT,2019,2019-09-24,MEX,2019-06-18,2019-06-19,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,other,Male,531.0
DA,FT,2019,2019-08-04,PAR,2019-10-01,2019-10-01,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,698.0
WD,PT,2019,2019-09-21,PAR,2019-04-18,2019-09-21,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Not specified,Male,525.0
WD,FT,2019,2019-10-21,MAD,2019-06-18,2019-07-23,Paid Deposit,700.0,0.0,7000.0,6300.0,0,Not specified,Referral,Female,504.0
WD,FT,2019,2019-03-06,LIS,2019-04-18,2019-06-05,Closed lost,2500.0,0.0,6000.0,3500.0,0,Not specified,Not specified,Male,571.0
WD,FT,2019,2019-08-13,MEX,2019-06-18,2019-06-30,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,other,Female,519.0
UX,FT,2019,2019-03-18,BER,2019-01-19,2019-05-03,Paid Deposit,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Female,545.0
WD,PT,2019,2019-09-21,PAR,2019-04-18,2019-04-24,Paid Deposit,1500.0,0.0,7500.0,6000.0,0,Not specified,Not specified,Female,553.0
WD,FT,2019,2019-08-19,MIA,2019-06-18,2019-07-19,Paid Deposit,0.0,0.0,10176.99,10176.99,0,Not specified,google,Male,503.0
WD,FT,2019,2019-03-18,PAR,2019-01-19,2019-11-02,Closed lost,650.0,0.0,7500.0,6850.0,0,Not specified,newspaperOrMagazine,Female,689.0
WD,FT,2019,2019-05-27,PAR,2019-04-18,2019-05-29,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Not specified,Female,553.0
UX,FT,2019,2019-01-07,MAD,2019-06-18,2019-06-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Social Media,Male,537.0
WD,FT,2019,2019-10-21,BCN,2019-01-19,2019-10-21,Closed lost,650.0,0.0,7000.0,6350.0,0,Not specified,Social Media,Female,495.0
WD,FT,2019,2019-10-14,BER,2019-06-18,2019-06-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,switchup,Female,502.0
WD,FT,2019,2019-03-18,MAD,2019-01-19,2019-01-29,Closed lost,3500.0,0.0,7000.0,3500.0,0,Not specified,Referral,Male,689.0
UX,PT,2019,2019-09-17,LIS,2019-04-18,2019-04-29,Closed lost,1000.0,0.0,7000.0,6000.0,0,Not specified,Not specified,Female,554.0
WD,PT,2019,2019-10-07,MEX,2019-06-23,2019-06-30,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Social Media,Male,533.0
WD,PT,2019,2019-09-17,LIS,2019-01-19,2019-01-22,Closed lost,1500.0,0.0,7000.0,5500.0,0,Not specified,Social Media,Male,689.0
UX,FT,2019,2019-05-27,PAR,2019-04-18,2019-04-26,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Not specified,Female,553.0
UX,FT,2019,2019-07-29,LIS,2019-06-23,2019-06-30,Closed lost,0.0,0.0,6000.0,6000.0,0,Not specified,switchup,Male,509.0
WD,FT,2019,2019-02-09,AMS,2019-01-19,2019-02-05,Closed lost,600.0,0.0,6000.0,5400.0,0,Not specified,google,Female,259.0
WD,FT,2019,2019-06-24,BCN,2019-04-18,2019-05-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Not specified,Male,551.0
DA,PT,2020,2020-03-23,MEX,2019-06-23,2019-06-30,Closed lost,0.0,0.0,4746.54,4746.54,0,Not specified,Referral,Male,529.0
UX,FT,2019,2019-03-25,AMS,2019-01-19,2019-01-31,Paid Deposit,0.0,0.0,6000.0,6000.0,0,Not specified,other,Male,689.0
WD,FT,2019,2019-03-06,BER,2019-04-27,2019-07-05,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Social Media,Male,545.0
DA,PT,2019,2019-08-20,MIA,2019-06-24,2019-06-30,Closed lost,0.0,0.0,10619.47,10619.47,0,Not specified,Social Media,Male,515.0
WD,FT,2019,2019-03-18,LIS,2019-01-19,2019-04-02,Closed lost,1500.0,0.0,6000.0,4500.0,0,Not specified,Social Media,Male,689.0
UX,FT,2019,2019-03-06,BER,2019-04-27,2019-04-30,Paid Deposit,1050.0,0.0,7000.0,5950.0,0,Not specified,other,Female,545.0
DA,PT,2019,2019-10-09,MEX,2019-06-24,2019-08-30,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Social Media,Male,467.0
UX,FT,2019,2019-01-04,MIA,2019-01-20,2019-02-26,Closed lost,0.0,0.0,10176.99,10176.99,0,Not specified,Referral,Female,688.0
DA,PT,2019,2019-10-09,MEX,2019-06-24,2019-06-30,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Social Media,Male,524.0
WD,FT,2019,2019-03-18,LIS,2019-01-20,2019-01-28,Closed lost,500.0,0.0,6000.0,5500.0,0,Not specified,newspaperOrMagazine,Female,688.0
UX,PT,2019,2019-11-06,PAR,2019-04-27,2019-06-05,Paid Deposit,1500.0,0.0,7500.0,6000.0,1,Not specified,other,Female,553.0
UX,FT,2019,2019-12-08,BER,2019-06-24,2019-07-17,Paid Deposit,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,510.0
UX,FT,2019,2019-10-06,AMS,2019-01-20,2019-05-03,Paid Deposit,3000.0,0.0,6000.0,3000.0,0,Not specified,IronhackEvent,Female,688.0
UX,PT,2019,2019-10-22,AMS,2019-06-24,2019-06-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Social Media,Male,502.0
WD,FT,2019,2019-03-18,PAR,2019-01-20,2019-02-26,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,PoleEmploi,Male,688.0
DA,PT,2019,2019-10-09,MEX,2019-06-29,2019-06-30,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Social Media,Female,489.0
WD,PT,2019,2019-09-17,LIS,2019-01-20,2019-03-13,Closed lost,1500.0,0.0,7000.0,5500.0,0,Not specified,Social Media,Female,688.0
DA,FT,2019,2019-02-09,SAO,2019-06-29,2019-06-30,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Social Media,Female,517.0
WD,FT,2019,2019-01-04,BCN,2019-01-20,2019-08-02,Closed lost,650.0,0.0,7000.0,6350.0,0,Not specified,Referral,Female,688.0
WD,FT,2019,2019-05-27,PAR,2019-04-28,2019-05-27,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,553.0
WD,FT,2019,2019-10-21,MAD,2019-06-29,2019-06-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Social Media,Male,474.0
WD,FT,2019,2019-03-18,BER,2019-01-20,2019-02-21,Paid Deposit,650.0,0.0,6500.0,5850.0,0,Not specified,sbahn,Male,545.0
UX,FT,2019,2019-08-26,SAO,2019-06-29,2019-06-30,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Social Media,Male,517.0
UX,FT,2019,2019-03-18,MAD,2019-01-20,2019-02-13,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Male,688.0
DA,FT,2019,2019-02-07,MEX,2019-05-17,2019-05-24,Paid Deposit,691.24,0.0,3225.81,2534.56,0,Not specified,switchup,Male,536.0
WD,FT,2019,2019-11-18,AMS,2019-06-29,2019-06-30,Closed lost,0.0,0.0,6000.0,6000.0,0,Not specified,google,Male,502.0
WD,FT,2019,2019-03-18,MAD,2019-01-28,2019-02-26,Closed lost,1000.0,0.0,7000.0,6000.0,0,Not specified,Referral,Male,680.0
WD,PT,2019,2019-10-16,MEX,2019-06-29,2019-06-30,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Social Media,Female,523.0
UX,FT,2019,2019-03-18,PAR,2019-01-28,2019-02-26,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,PoleEmploi,Male,680.0
WD,FT,2019,2019-03-18,BER,2019-01-28,2019-02-18,Closed lost,0.0,0.0,6500.0,6500.0,0,Not specified,Social Media,Male,680.0
WD,FT,2021,2021-11-01,SAO,2019-12-27,2020-09-21,Paid Deposit,800.0,0.0,4352.94,3072.94,1,Missed in application,newspaperOrMagazine,Male,78.0
UX,FT,2019,2019-10-14,BER,2019-06-29,2019-06-30,Closed lost,1050.0,0.0,7000.0,5950.0,0,Not specified,switchup,Female,482.0
WD,PT,2019,2019-09-21,PAR,2019-01-28,2019-05-02,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Social Media,Male,680.0
UX,FT,2019,2019-12-08,BER,2019-03-05,2019-07-30,Paid Deposit,1050.0,0.0,7000.0,5950.0,0,Not specified,other,Female,545.0
UX,FT,2019,2019-10-21,BCN,2019-06-29,2019-06-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,google,Female,508.0
WD,FT,2019,2019-03-18,LIS,2019-01-28,2019-04-04,Paid Deposit,0.0,0.0,6000.0,6000.0,0,Not specified,quora,Male,680.0
UX,FT,2019,2019-05-08,PAR,2019-03-05,2019-06-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Female,532.0
UX,FT,2020,2020-02-17,BCN,2020-01-18,2020-01-18,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,google,Female,316.0
UX,FT,2019,2019-07-05,MEX,2019-01-28,2019-01-31,Paid Deposit,691.24,0.0,3225.81,2534.56,0,Not specified,Referral,Female,680.0
UX,PT,2019,2019-09-17,LIS,2019-03-05,2019-03-06,Closed lost,1500.0,0.0,7000.0,5500.0,0,Not specified,Referral,Female,554.0
WD,FT,2019,2019-03-25,MEX,2019-01-28,2019-06-02,Paid Deposit,322.58,0.0,3225.81,2903.23,0,Not specified,Referral,Female,680.0
WD,FT,2019,2019-10-21,BCN,2019-06-29,2019-06-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,other,Male,253.0
UX,PT,2019,2019-04-03,MEX,2019-01-28,2019-06-02,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,other,Male,680.0
DA,FT,2019,2019-02-09,SAO,2019-04-07,2019-09-30,Closed lost,0.0,0.0,4000.0,4000.0,0,Not specified,Social Media,Male,523.0
WD,FT,2019,2019-03-25,SAO,2019-01-28,2019-01-31,Closed lost,0.0,0.0,3764.71,3764.71,0,Not specified,Not specified,Male,680.0
DA,PT,2019,2019-03-06,PAR,2019-03-05,2019-03-10,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,switchup,Female,432.0
UX,FT,2019,2019-10-14,PAR,2019-04-07,2019-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,498.0
UX,PT,2019,2019-04-03,MEX,2019-01-28,2019-01-31,Paid Deposit,460.83,0.0,3225.81,2764.98,0,Not specified,Social Media,Male,680.0
WD,FT,2019,2019-10-21,BCN,2019-03-05,2019-06-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,Referral,Female,487.0
WD,PT,2019,2019-09-21,PAR,2019-04-07,2019-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,505.0
UX,FT,2019,2019-02-25,MEX,2019-01-28,2019-01-31,Paid Deposit,1612.9,0.0,3225.81,1612.9,0,Not specified,Referral,Female,680.0
WD,FT,2019,2019-10-06,MIA,2019-03-05,2019-05-18,Paid Deposit,0.0,0.0,10176.99,10176.99,0,Not specified,google,Female,537.0
WD,FT,2019,2019-06-24,AMS,2019-01-28,2019-07-02,Closed lost,0.0,0.0,6000.0,6000.0,0,Not specified,newspaperOrMagazine,Male,680.0
UX,FT,2020,2020-06-01,BER,2019-03-05,2019-05-13,Closed lost,1050.0,0.0,7500.0,6450.0,0,Personal matters,other,Female,81.0
UX,PT,2019,2019-10-12,BCN,2019-04-07,2019-11-14,Closed lost,500.0,0.0,7500.0,7000.0,0,Not specified,Referral,Male,390.0
UX,PT,2019,2019-05-13,PAR,2019-01-28,2019-02-18,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Female,680.0
DA,FT,2019,2019-10-14,BER,2019-03-05,2019-07-05,Paid Deposit,1750.0,0.0,7000.0,5250.0,0,Not specified,other,Female,545.0
WD,FT,2019,2019-10-14,PAR,2019-04-07,2019-09-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,488.0
WD,PT,2019,2019-09-21,PAR,2019-01-28,2019-09-21,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,525.0
UX,FT,2019,2019-02-12,MEX,2019-09-05,2019-10-05,Paid Deposit,921.66,0.0,3225.81,2304.15,0,Not specified,Social Media,Female,536.0
DA,FT,2019,2019-02-07,MEX,2019-01-28,2019-09-02,Closed lost,46.08,0.0,3225.81,3179.72,0,Not specified,newspaperOrMagazine,Male,680.0
DA,FT,2019,2019-08-19,MAD,2018-05-12,2019-10-01,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,other,Male,734.0
UX,FT,2019,2019-02-09,AMS,2019-05-07,2019-09-30,Closed lost,0.0,0.0,6000.0,6000.0,0,Not specified,google,Female,501.0
WD,PT,2019,2019-08-27,MAD,2018-05-12,2018-10-12,Paid Deposit,1500.0,0.0,7500.0,6000.0,0,Not specified,other,Male,734.0
DA,PT,2019,2019-10-22,MAD,2019-05-07,2019-07-08,Paid Deposit,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Male,490.0
WD,FT,2019,2019-04-02,BCN,2018-05-12,2018-12-19,Paid Deposit,1500.0,0.0,7000.0,5500.0,0,Not specified,other,Male,550.0
WD,PT,2020,2020-09-15,RMT-America,2020-04-15,2020-04-15,Closed lost,353.98,0.0,3539.82,3185.84,0,Not specified,Social Media,Female,231.0
WD,FT,2019,2019-12-08,BER,2019-03-07,2019-09-30,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,google,Male,496.0
WD,FT,2019,2019-04-02,BCN,2018-08-12,2018-12-19,Paid Deposit,1500.0,0.0,7000.0,5500.0,0,Not specified,other,Male,550.0
UX,PT,2019,2019-04-23,MAD,2018-05-12,2018-07-12,Paid Deposit,1500.0,0.0,7500.0,6000.0,0,Not specified,Social Media,Female,734.0
DA,FT,2019,2019-06-24,BCN,2018-05-12,2018-12-14,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,other,Male,734.0
WD,FT,2020,2020-01-13,BCN,2019-10-05,2019-10-10,Paid Deposit,5472.0,0.0,7000.0,1528.0,0,Not specified,switchup,Male,515.0
UX,FT,2019,2019-07-01,BER,2018-06-12,2018-11-12,Closed lost,1500.0,0.0,6500.0,5000.0,0,Not specified,Social Media,Female,733.0
WD,FT,2019,2019-07-01,SAO,2018-06-12,2018-06-12,Closed lost,0.0,0.0,3764.71,3764.71,0,Not specified,google,Female,733.0
UX,PT,2019,2019-05-28,BCN,2018-06-12,2019-01-15,Closed lost,500.0,0.0,7500.0,7000.0,0,Not specified,other,Male,733.0
WD,FT,2019,2019-07-01,SAO,2018-06-12,2018-12-13,Closed lost,0.0,0.0,3764.71,3764.71,0,Not specified,Social Media,Male,733.0
WD,PT,2019,2019-03-06,SAO,2019-05-16,2019-05-21,Closed lost,0.0,0.0,3764.71,3764.71,0,Not specified,Social Media,Female,539.0
WD,FT,2019,2019-02-06,MEX,2019-05-16,2019-05-28,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Social Media,Female,536.0
WD,FT,2019,2019-07-01,SAO,2018-06-12,2018-11-12,Closed lost,0.0,0.0,3764.71,3764.71,0,Not specified,google,Male,733.0
WD,FT,2019,2019-10-14,PAR,2019-05-16,2019-05-24,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,PoleEmploi,Male,553.0
UX,FT,2019,2019-01-22,MIA,2018-06-12,2018-12-20,Paid Deposit,0.0,0.0,10176.99,10176.99,0,Not specified,google,Female,733.0
WD,FT,2019,2019-10-14,PAR,2019-05-16,2019-06-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Male,517.0
WD,FT,2019,2019-03-18,LIS,2018-06-12,2018-12-20,Closed lost,0.0,0.0,6000.0,6000.0,0,Not specified,Social Media,Male,733.0
WD,FT,2019,2019-10-14,PAR,2019-05-16,2019-06-30,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,google,Male,536.0
DA,FT,2019,2019-10-06,MAD,2018-06-12,2018-07-12,Paid Deposit,7000.0,0.0,7000.0,0.0,0,Not specified,Referral,Male,733.0
DA,FT,2019,2019-03-06,BER,2019-05-16,2019-12-06,Closed lost,0.0,0.0,7000.0,7000.0,0,Not specified,switchup,Male,545.0
DA,PT,2019,2019-10-09,MEX,2019-10-21,2019-11-21,Closed lost,0.0,0.0,3225.81,3225.81,0,Not specified,Social Media,Male,259.0
WD,FT,2019,2019-01-22,MIA,2018-12-13,2018-12-22,Closed lost,0.0,0.0,10176.99,10176.99,0,Not specified,google,Female,726.0
WD,FT,2019,2019-03-06,BER,2019-05-16,2019-05-22,Paid Deposit,700.0,0.0,7000.0,6300.0,0,Not specified,switchup,Female,545.0
WD,PT,2020,2020-07-01,AMS,2019-12-16,2019-12-16,Closed lost,0.0,0.0,7500.0,7500.0,0,Not specified,Referral,Female,356.0
